iso,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg
IRN,2001,332.483705373783827855,78443.175505815582885
IRQ,2001,16.0266364170160602,4368.87056683965045775
ISR,2001,145.96523805449429961,31169.6440766254435743
ITA,2001,9871.496931661050800666,2599310.839889769842734
JAM,2001,1246.24152332716043383,600550.229732206734024
JEY,2001,3.6963388705577263,1334.48139187741395
JOR,2001,0.52202803109049483,128.814873142180796
JPN,2001,23977.46161886465219803,8856275.537630755472773
KAZ,2001,4534.70274132364815140,1046980.061930995945649
KEN,2001,19027.21104888777105227,9013055.654368118078000
KGZ,2001,589.22635599647132004,141582.057829348026862
KHM,2001,28491.44387094623623871,14688438.43553093161801566
KNA,2001,45.60965867606336957,17838.69889075345961
KOR,2001,5503.445334868891786455,1350091.766190793790064
LAO,2001,36474.65075046011198088,19209984.1775375303768068
LBN,2001,299.40426759799150734,73952.9971721615611017
LBR,2001,29185.67018032972122093,13216376.128865435105342
LBY,2001,17.15270151697374167,2808.770096237001894
LCA,2001,31.08046320850476697,14640.721188168587327
LIE,2001,3.42394321194010429,1685.743630580672043
LKA,2001,3759.51036338267965119,1419394.274772107524173
LSO,2001,1.1400521308257379,377.055393230532333
LTU,2001,7961.68739521878100413,2072824.509693775109738
LUX,2001,68.609691967322055422,31108.623167487527194
LVA,2001,24907.621124475982331486,6198589.313141603751406
MAC,2001,1.4280703393370224,0.0
MAF,2001,2.12365598472005213,712.747023671953184
MAR,2001,1868.28860588490671920,513800.9123221266413355
MDA,2001,146.68806072638889744,36277.858872149771272
MDG,2001,86956.83269885377372525,42012329.6477560218481715
MDV,2001,4.74348726237535264,364.70163651469693
MEX,2001,158302.98849059753419706,49664168.1543040942731704
MKD,2001,2059.86414312981014832,609731.592966517840968
MLI,2001,347.87068810634838337,164704.92626666111112
MLT,2001,1.25191253759982637,300.008115859458496
MMR,2001,44804.23912730837225626,23405742.846738760649250
MNE,2001,858.49208052328583463,319674.838122471238055
MNG,2001,21056.722644028169840945,4642117.318013445637069
MOZ,2001,60936.64967623506514627,19856130.698652086239808
MRT,2001,31.8384353674479,8044.754277624879
MSR,2001,7.07855530550021338,2800.55646427697520
MTQ,2001,192.96524826149415501,89801.952239695013768
MUS,2001,156.58138352473961417,80392.627025249507574
MWI,2001,2488.28077045018674274,949117.393973922268517
MYS,2001,332497.42453449670897059,133227204.66422273822859768
MYT,2001,31.3026936667648659,15807.52810838114000
NAM,2001,417.51246074281128109,92663.048240146768712
NCL,2001,697.92109943515196232,277117.425516780502215
NER,2001,0.1501956647981771,25.598531300873628
NGA,2001,43386.49462046711401626,14347214.595997862569967
NIC,2001,44109.79204906128048953,19983804.7812046826909366
NLD,2001,736.42162338508274328,257862.628371402458323
NOR,2001,22445.94139930806662380,4478430.5816274794726424
NPL,2001,1523.19475188062431453,860542.1063980426696050
NZL,2001,50528.282390250849070058,20712142.332739139608070
PAK,2001,217.77039508557190665,75446.792427749753421
PAN,2001,18264.10740919913330886,9322180.365886431154222
PER,2001,86013.86649075321702281,52631586.66656334553560134
PHL,2001,35165.19170445453274721,20076129.62405431794492396
PLW,2001,52.11206111851319328,37362.245231688218267
PNG,2001,36005.13509686908671420,25520506.150081579291538
POL,2001,19066.102075186502157662,5477365.516582322257708
PRI,2001,1252.36223113046437608,529585.853277717943457
PRK,2001,11945.6094878441458905,2685939.00514983222137
PRT,2001,24405.379822218463956645,6196094.14947309809369018
PRY,2001,150238.73294175852153925,36579163.493409044869485
PSE,2001,2.21930227762912358,495.7426044462528654
REU,2001,28.61721413183485230,14655.79222368456128
ROU,2001,17535.528792152411056884,6763046.488871655063975
RUS,2001,1826602.995425979458553410,287342102.196454786557133
RWA,2001,1516.76632078318553153,606513.607061892724772
SDN,2001,26.94295315939506937,8130.812197773377637
SEN,2001,70.59427484556965220,38635.9968253339738397
SGP,2001,43.45389467109233073,12940.5443235010929193
SLB,2001,2187.11744400427369627,1619415.949574449304062
SLE,2001,18596.42529867072620406,7021057.310063799392290
SLV,2001,9499.39162403649758112,3440915.9001288286112504
SOM,2001,339.30394592145469501,80066.684654735203254
SRB,2001,2379.58340047030347811,937322.737835978561799
SSD,2001,4906.03399268180476887,1300364.571075529170616
STP,2001,77.22190501909936958,46576.805462668810775
SUR,2001,3688.94705198509310144,2662039.237136551125080
SVK,2001,3897.39315898723529950,1547477.234524219474454
SVN,2001,615.460310509926260004,255660.050607127652703
SWE,2001,144927.226590871785839446,27583096.3575360474959075
SWZ,2001,6734.85371066160876433,3776312.711305160659732
SXM,2001,1.31828367657335088,1027.22443151990341
SYC,2001,0.37957476803710943,120.38084076463429
SYR,2001,267.23529473377176825,63076.931914606705660
TCA,2001,7.72720304957899673,1292.689622597282705
TCD,2001,883.62647992843106974,367295.517728593818118
TGO,2001,2776.23061621778564576,746693.423157875147366
THA,2001,36101.94358725052559635,18579172.7365253748993232
TJK,2001,61.53772784660807686,15559.668606782414353
TKM,2001,46.2127932898697972,11209.91926890890525
TLS,2001,677.42615990795246116,402248.87332433101034
TTO,2001,1829.09603509258726858,873455.154152511386300
TUN,2001,230.670434671317329408,67499.106164822339592
TUR,2001,22910.005489403328661155,5324303.316993855488303
TWN,2001,1159.06811633786293680,591555.756248219709043
TZA,2001,82214.20404098217341719,29469086.424595904616709
UGA,2001,29658.94721765362376576,11530563.524627562184790
UKR,2001,28826.38019728823462574,8940852.511969709153162
UMI,2001,2.119710680208334,0.0
URY,2001,7647.45272255517732375,1735711.766159648444474
USA,2001,1943318.744012063309933844,623602919.1824712436712472
UZB,2001,294.82090200636938423,66678.3622763951079516
VCT,2001,6.89654577944444649,3426.75586618635557
VEN,2001,123881.14411700149612847,49241813.2013852831135967
VGB,2001,4.09250116765733564,1594.096364942843040
VIR,2001,122.51337074738810075,44447.658449265667241
VNM,2001,47433.13018443488653262,23968641.64833878989959251
VUT,2001,124.33329790796278111,69675.427822655151289
XAD,2001,1.64898926218967010,382.71232239489357374
XCA,2001,9.73525115689236190,352.23854586852548
XKO,2001,1122.20542860875885547,456542.36629307942409
XNC,2001,17.6615832166514678,4851.98822355752823
ZAF,2001,77644.69059923506337728,37827341.2384761637287915
ZMB,2001,30123.72710407748002264,12181089.841440256635265
ZWE,2001,8205.93418504905505628,3106346.796519794982877
ABW,2002,0.5261077315597873,27.988711140381564
AFG,2002,178.6403638475066022,39291.24245512390602
AGO,2002,61034.22726588155477150,20261193.773669950399978
AIA,2002,0.14632965079969618,29.610575261790263
ALA,2002,277.81987705597874544,56102.64886466131370
ALB,2002,889.51711548118760464,338115.0973596849036223
AND,2002,1.255022223528646166,517.131059493430777
ARG,2002,105001.86224590410014494,25004535.2949818429629117
ARM,2002,172.538591177831987430,52073.265558852717831
ATG,2002,17.65604165254340028,5254.013526137880117
AUS,2002,312150.162683730098410316,36810890.64501656604654486
AUT,2002,10902.14987705538596663,4488298.059996818618140
AZE,2002,1154.205942866087070434,293401.238158330864256
BDI,2002,986.93621255276364749,311701.483901550478368
BEL,2002,2348.390595657607446040,1093379.4454502552173528
BEN,2002,3480.18734608748536075,1002606.281192107594059
BES,2002,2.10645745747395866,550.48257820290623
BFA,2002,4.30291089982964447,147257.854230864066767
BGD,2002,3995.28757381449845710,1944416.613277405514996
BGR,2002,4638.73881243027624649,1282420.150731633520689
BHS,2002,700.97613652112833874,190187.994261258160815
BIH,2002,692.65885582429883861,267107.668386140334512
BLR,2002,25383.415701560408958284,6914384.644847675254277
BLZ,2002,13473.73051058962310149,6066795.546752527358807
BMU,2002,0.7179594019249133,206.11764394230084
BOL,2002,178807.97117096682839268,79257388.454634952668933
BRA,2002,3507049.44035898258632208,1608928884.2595666207324151
BRB,2002,11.39198156073676269,3300.180051961344248
BRN,2002,1088.84559742039277593,719235.662744066301305
BTN,2002,223.93488153847767720,127211.325527968501725
BWA,2002,22.78899862536133034,3928.991607938457905
CAF,2002,34417.72160764730821660,15586832.959750792285139
CAN,2002,2316887.665334396700370751,840633526.6121635462001974
CHE,2002,881.303902688218499384,426697.752869558513009
CHL,2002,78080.972982226347022095,22000699.7232434204612464
CHN,2002,249150.960080476045565264,95830437.3869659498734520
CIV,2002,144559.90750920855837636,55693427.367409023544738
CMR,2002,28766.95157050361440045,14804733.655166191480192
COD,2002,514476.68819954630687328,278595948.130897407172008
COG,2002,24310.14237997481942081,12517838.475135347385072
COL,2002,182229.15244789626908839,95991133.074807863364956
COM,2002,41.20393423427083201,22496.80066800407829
CPV,2002,22.8340030973209556,0.0
CRI,2002,13289.14908610318095212,6135325.857742586062210
CUB,2002,15035.84738320282738744,3914268.2649715320875108
CUW,2002,1.27928368844021269,277.471683204735268
CYM,2002,5.59824441707465281,1288.740619319653981
CYP,2002,31.74324402105902841,7337.4120321463655932
CZE,2002,6766.437908204675942995,2745750.111791388897558
DEU,2002,15303.26237489230065436,6472421.471628577951608
DMA,2002,11.87470803990722665,6565.890372644340849
DNK,2002,1204.489939025275664275,292655.119890958024380
DOM,2002,10435.97986966158927818,3779136.086563253534393
DZA,2002,3009.833120644615885234,872031.874114643846339
ECU,2002,29817.73771641332580084,17724841.952131685657981
EGY,2002,48.81325058289387546,16065.873913151179492
ERI,2002,0.0,309.46234938578698
ESP,2002,37699.019809631800856233,10728464.7128712314747196
EST,2002,21918.38645401083393183,4970292.9415651712993788
ETH,2002,13074.08740897558382938,5469188.170037550354942
FIN,2002,142432.404048688224998230,26695409.8400643842304590
FJI,2002,703.20993914144083027,375982.823351087753816
FRA,2002,33888.397171838356726104,12936791.727374175977022
GAB,2002,13851.84666166422076519,7911232.410879558410398
GBR,2002,20112.349959704277939601,7427520.418906157855401
GEO,2002,536.442198025097744075,193751.349596054814257
GGY,2002,0.05034761749348959,8.751561525336848
GHA,2002,78395.05298355685240902,32739303.059941520313616
GIB,2002,0.12482941034722222,17.751542506478245
GIN,2002,28933.47428987143391077,10676749.661307354701332
GLP,2002,50.88541895781249298,19246.66819332185001
GMB,2002,40.15764073967285768,21960.913003957576968
GNB,2002,6073.79725892074402638,1838299.3426651821407834
GNQ,2002,2986.11054417865634759,1850662.795122245167214
GRC,2002,5126.049313138565632630,1136958.9960335107053024
GRD,2002,65.83774686305175873,34106.878335947033913
GTM,2002,55600.93461324092335103,22823129.6728071527953207
GUF,2002,2496.70374892999985608,1863705.334988762210035
GUY,2002,4827.39497919959896275,3030528.295765649912752
HKG,2002,15.61155640833984121,6696.506880674787745
HND,2002,31528.01232782933628682,13393054.5915187193010007
HRV,2002,2340.179492176202737714,784846.264194125117381
HTI,2002,2120.38050483965693449,695844.581346722502833
HUN,2002,7711.03736961337274469,2696431.49722289423202
IDN,2002,855275.86303372933875392,626768627.9863280254955563
IMN,2002,13.6648597992252603,3495.00140655996473
IND,2002,53005.48774299760651441,25842975.3222244597983373
IRL,2002,5298.280939400560427714,2209000.073632395470833
IRN,2002,557.752371047715753864,131965.9418157139292555
IRQ,2002,10.6200603149609372,2183.15047633881529943
ISR,2002,111.73067850196833777,26622.191878954305468
ITA,2002,10931.227553920803895587,2989470.9442257877638954
JAM,2002,1647.57063707971535193,750071.774067391476563
JEY,2002,0.81037389398871533,223.64885724734895
JOR,2002,0.19610755832899306,54.127859486725556
JPN,2002,26154.039833717136648893,10029431.675544548076798
KAZ,2002,2952.306623724253447870,718955.371754474317404
KEN,2002,20287.52621999557963068,10190073.458459802325962
KGZ,2002,305.45747979337459011,68233.43366991657035667
KHM,2002,54862.07620041134930642,28019607.6335666697587891
KNA,2002,19.79075057674370993,7142.53174552452280
KOR,2002,4705.326871875226739844,1192962.8009396684156682
LAO,2002,55936.73071271797675172,28831866.9791408806298706
LBN,2002,81.20045903564670663,19264.3567377127006474
LBR,2002,56984.42382034004188784,26617312.806765703892486
LBY,2002,40.24566353440215616,8155.4586390505542536
LCA,2002,10.91096809322157146,5595.44826542129471
LKA,2002,3427.68038552577460994,1255581.227179182778379
LSO,2002,2.68713956362955743,897.562284929860677
LTU,2002,10344.8381897496486535,2721968.169468967618066
LUX,2002,90.45691516312283691,44197.131371705502894
LVA,2002,29175.988194341294498006,7449008.126295899231865
MAC,2002,0.9282073810199652,0.0
MAF,2002,5.4188466741644978,1836.4209965873864
MAR,2002,3923.51782711421724801,1183790.920688534379813
MDA,2002,229.796420697358950600,61938.4726904791517043
MDG,2002,89317.51418674191235718,42817518.773017826454167
MDV,2002,4.588154946483831,129.64272228063726
MEX,2002,158834.12538162535097565,50117897.1604427654264477
MKD,2002,890.1837635458174789,283028.2316560073011405
MLI,2002,175.29044283416833576,68228.233340584763133
MLT,2002,1.75296139854383685,410.60953051747069
MMR,2002,66119.68070807989095322,34206789.4299352965430412
MNE,2002,179.62077121498483176,73856.91495382224884
MNG,2002,18728.019954931259700169,4777588.5349088230907006
MOZ,2002,106658.33763229668934232,33413388.189572978987920
MSR,2002,1.6227298703515624,841.690809529957564
MTQ,2002,48.86224870985731047,23441.49145274894942
MUS,2002,154.42996053033420149,75988.243508185173980
MWI,2002,4189.57262799274027798,1687302.985739676134895
MYS,2002,312553.78733276655941067,143448755.0753658660286386
MYT,2002,20.86919036274685668,10886.690076043079353
NAM,2002,108.00721822764766648,24013.200763991803806
NCL,2002,626.86805878957335535,238011.980137241387075
NER,2002,0.67641644358452689,124.759058974534750
NGA,2002,32346.71006395439860686,11450401.238119746816597
NIC,2002,54194.49468965791515299,26761643.2428788391500405
NLD,2002,824.581358561846570864,285691.849626181259446
NOR,2002,26635.753194630505522664,5575007.0544497292200516
NPL,2002,2128.64330964951942376,1174171.8072004174373729
NZL,2002,63227.927104107691478693,27553607.616155385743913
PAK,2002,325.01175241535900337,134082.365216943397593
PAN,2002,19200.13717900614158051,9392222.5729903837344578
PER,2002,80452.08581872382281660,48985079.5868334019237615
PHL,2002,32309.18926161449442053,18660620.6597239312590992
PLW,2002,75.30077103790311100,57297.702512750500516
PNG,2002,54575.50220283395790408,38639772.255039035771709
POL,2002,31070.13979037519172213,9257350.314035485159789
PRI,2002,1168.09577750732085894,491290.130155876559444
PRK,2002,5358.22720702521551827,1433747.85689464921333
PRT,2002,34903.349145630388440915,8748289.4813141770783066
PRY,2002,195124.63977320415870086,50071719.527195115831329
PSE,2002,1.83028711454861136,294.657777749359397
REU,2002,502.66837523481317898,219245.747363056908204
ROU,2002,16356.44545125872153021,6632293.366721589458923
RUS,2002,2700384.15382959205459014,355725024.249423199147428
RWA,2002,941.33871804155342266,322143.324255377827437
SDN,2002,76.10035581732964042,19405.15144464455353
SEN,2002,164.43055442048605191,93226.977892458525907
SGP,2002,123.51699899680191018,44130.168110943723400
SLB,2002,3866.10666760651674326,2925127.601976501628085
SLE,2002,15310.24197184753918947,5369738.914185958245449
SLV,2002,4666.50981707777804393,1753851.0890014226172415
SMR,2002,0.11147912894097223,20.581332847548957
SOM,2002,250.89133041983280669,53654.361580383089871
SPM,2002,0.10585656288411457,3.082851641997561
SRB,2002,1134.989088455742416295,445795.693139915252353
SSD,2002,8148.67982430045145005,1971706.214955891454919
SUR,2002,3717.47756239416792130,2680839.312717000048889
SVK,2002,4015.73250455567177656,1739831.686398274007984
SVN,2002,723.87250783079873740,307563.369655569941815
SWE,2002,178264.080811749136377964,34399523.8018392612543274
SWZ,2002,3800.76583825497699908,2241635.725397619119259
SXM,2002,0.43942772264865451,113.538857075292792
SYC,2002,0.22777533419704865,63.897342458493256
SYR,2002,147.99919407007163069,39602.416134606957903
TCA,2002,4.6520265174685327,836.0561122869669
TCD,2002,1958.47582986403412505,586090.933060395382458
TGO,2002,2020.78548264039350167,538397.01971852787381
THA,2002,60882.18973660284834127,31509648.8852077317510197
TJK,2002,36.63912048615885947,10288.3929617403154996
TKM,2002,105.1787400619509602,29363.52031055340412
TLS,2002,1604.59889774524403547,920512.895627954094085
TTO,2002,726.07700934265695304,330567.248503339483446
TUN,2002,243.87173866593110582,69390.648077127398054
TUR,2002,25722.22141679379861669,5989272.83032872057520406
TWN,2002,1004.57402174450777631,493356.4400872754718819
TZA,2002,85080.90089418177032441,28156945.531219851100490
UGA,2002,10840.69681271113909376,3663913.021666531000420
UKR,2002,27077.019705616096370580,8131471.9033237148093518
UMI,2002,6.5055330583268234,0.0
URY,2002,6870.11867034832926022,1864496.4736470453402866
USA,2002,2038435.691035676530764585,669926976.0570206130139413
UZB,2002,265.23171881202258322,58617.259829914919489
VCT,2002,7.94599894893228997,4007.987665386056250
VEN,2002,90372.37707651257902237,33906204.267364279006023
VGB,2002,2.99644155633463547,1179.986329965252917
VIR,2002,20.90283313310438017,8350.04153766499262
VNM,2002,49625.43782322302545180,24917333.2752011976169437
VUT,2002,108.23964961372887993,58642.493667694584204
XAD,2002,0.50720222672526049,143.61841902281665
XCA,2002,23.39391396443576306,2020.319089935160484
XKO,2002,214.90788225397570171,87919.20689336026193
XNC,2002,3.34084741668836776,645.710012402493250
ZAF,2002,47679.93414150704450975,23841465.214381232661154
ZMB,2002,46240.24361343720759072,16555136.663549996405345
ZWE,2002,8016.17085072597744074,2830202.061175282258840
ABW,2003,0.977057600014106,66.37229485143479
AFG,2003,244.3362551767933208,48187.98970279359906
AGO,2003,52461.54546571230799278,16476884.4307304721153535
AIA,2003,1.0977450849913193,181.25655349018146
ALA,2003,220.77485519444686682,46025.98923139959937
ALB,2003,613.533964996035281686,178669.052447948585616
AND,2003,0.34206364212673615,127.50430835232760
ARG,2003,249155.00689301145489819,48579740.5715497799736525
ARM,2003,395.816694918294197162,130764.129357841471893
ATG,2003,17.07802261139322746,5360.146951434248979
AUS,2003,373846.609083387884816297,60699174.05222688352471942
AUT,2003,14475.694826398769328889,5809045.196947130557354
AZE,2003,1039.341551161657176796,331128.759090845538635
BDI,2003,1325.18331831434451493,493523.741178244195866
BEL,2003,1889.77751264586566456,904496.2675567157216914
BEN,2003,3475.9264146502337218,1011393.005590079385872
BES,2003,16.15018967327257929,0.0
BFA,2003,2.03824348379611579,777.400091728162682
BGD,2003,2159.45715834259569400,1035254.0187601835949785
BGR,2003,5198.71555774933989680,1699445.117715991723647
BHS,2003,274.23087625082042955,60170.1309352095401113
BIH,2003,307.81141168265846160,117046.31678891677005216
BLR,2003,32119.38156307900681504,9216113.819953629036733
BLZ,2003,6843.89617535528889009,3009843.087017452007291
BMU,2003,0.13057024276475696,26.458292767185362
BOL,2003,163759.09875803347184540,77668443.406798462696672
BRA,2003,3248526.73442800787408048,1477287781.5648425088906574
BRB,2003,2.99784938684027801,862.601522583234778
BRN,2003,799.17672131736493146,524265.368203240408591
BTN,2003,543.60076728639218775,276056.262468166164979
BWA,2003,8.57255134383897594,1603.2715664727201732
CAF,2003,13726.63787763482259855,6823714.299988600650250
CAN,2003,1607282.579640093568058350,563161204.6315142667638094
CHE,2003,433.282885064470559785,198339.029143502880719
CHL,2003,82843.764036339249988236,25320678.790829875914782
CHN,2003,261761.49522308228040442,88961143.8098301327655005
CIV,2003,86282.29678784482950140,33339320.099472301764216
CMR,2003,25344.84635711857254230,13421355.531265332949810
COD,2003,274739.99936612630143744,142534975.7743595933224735
COG,2003,18514.84251835061933248,9696452.650244027351806
COL,2003,122417.14483392266022524,59321092.1203829783964305
COM,2003,26.65331394628418047,12471.537379653608627
CPV,2003,8.9252224143250876,0.0
CRI,2003,8260.60775475752463618,4132409.329764089147114
CUB,2003,6556.68391545646819251,2024959.5749744725133456
CUW,2003,0.8279577079031033,177.2526492561897
CYM,2003,6.3247976037033438,1485.48210275998146
CYP,2003,25.22916781330078659,5776.9479262762310908
CZE,2003,3925.277971308088152140,1657497.269771477787178
DEU,2003,6448.61753141698114459,2933379.816755564811745
DMA,2003,27.23870243605957485,15061.87685604468463
DNK,2003,1579.713260272254984428,387045.612674463061636
DOM,2003,10714.00158051723193189,4235695.484425812304674
DZA,2003,3831.43711318110240963,1154236.821502809681242
ECU,2003,13835.72642508898868867,8214941.1856643312591337
EGY,2003,61.01187804402235225,25055.32178892004631
ESP,2003,23315.393436019189428500,6954042.1645879078880946
EST,2003,5632.56197860716421672,1369429.505477995516227
ETH,2003,13936.04122350381471898,6515794.498000593144777
FIN,2003,89696.551154812830302793,16478401.2854459222985147
FJI,2003,1572.23590400383220792,832537.207048395407818
FRA,2003,26393.334176951102576811,9918028.168817925872613
GAB,2003,16845.22030958790384092,9841798.776127726669212
GBR,2003,1875.167369668170285135,599957.834826690222303
GEO,2003,292.00268502904727500,112711.784069099342543
GHA,2003,24955.24902474184576220,10101783.137003954271247
GIN,2003,9229.45800857302491692,3486133.436491715984146
GLP,2003,76.87749933859485401,29990.411184177935699
GMB,2003,10.56543664551432391,3389.768376457442408
GNB,2003,1021.87736427069827044,324096.341992967412472
GNQ,2003,1961.18753627396180328,1185255.956780889796648
GRC,2003,2562.535173611338088334,595794.846863296256287
GRD,2003,71.34625369097059390,37248.27759660932306
GTM,2003,98173.67565441795721089,36339875.3009220411021154
GUF,2003,1889.08160142950027547,1374278.537887338777650
GUY,2003,7418.60694321710746006,4522542.374651898414081
HKG,2003,7.05723935487955919,3411.303153967755124
HND,2003,33624.77327500436647250,14281965.267871271746324
HRV,2003,1738.980492080118498599,621755.734481861197144
HTI,2003,1070.16207484906348844,382587.29472868263238
HUN,2003,5733.022732729833378990,2066433.363355865063233
IDN,2003,544810.29664145722939817,430989148.5302251459523895
IMN,2003,1.81729803304253508,522.502634377315535
IND,2003,47750.63814666488724434,23303803.752463294192172
IRL,2003,2262.865182204787504136,966413.349307989228629
IRN,2003,326.675020603674624845,73847.043198519668898
IRQ,2003,19.616724948257382,8804.0720641736076899
ISR,2003,30.17165819324760902,6594.315772974956252
ITA,2003,3613.191038399731496801,922267.86263042247481136
JAM,2003,1029.27403435287950033,453933.340214957468142
JOR,2003,0.06525960308485244,6.1344639306009725
JPN,2003,19747.36425443702771784,7733254.6215519419913397
KAZ,2003,3351.85890071789878702,659535.45656658464233934
KEN,2003,13552.81075698624917524,6327051.4534468336762756
KGZ,2003,110.789560377517354846,22821.863411839458994
KHM,2003,56839.54350300738596485,28318223.259907448782692
KNA,2003,32.14738441949110693,13160.938264732119034
KOR,2003,3611.332973429481988845,994173.3429368999898481
LAO,2003,87074.13238307253472717,44427618.674820537536965
LBN,2003,83.57542339330728635,17175.76921995624448
LBR,2003,21604.81357378844034059,10235494.335513311365593
LBY,2003,25.26571736984049976,5017.279305041259085
LCA,2003,19.42668620268934524,9264.041985510174986
LKA,2003,3149.49482101154504547,1178188.617352041023551
LSO,2003,2.48469258370768251,763.357153637624480
LTU,2003,8916.00926346678807828,2416083.22126864384965
LUX,2003,103.419970744958758606,49641.0369249675975955
LVA,2003,21321.41589829249861674,5722961.066796427655434
MAF,2003,3.29543647141059067,1183.07505514914951
MAR,2003,2042.52645978525928400,617672.0954495540277117
MDA,2003,100.59934625922526018,27314.268483953623915
MDG,2003,84247.95977444531126531,38126491.448917869287370
MDV,2003,2.1427082740749785,33.09228795597424
MEX,2003,152559.29621048107573581,47851832.2129998954461402
MKD,2003,895.22809426131528265,305030.62273612985384
MLI,2003,34.24351147250977287,12373.4075465085021146
MMR,2003,77224.46441371341273437,40466356.3857941790387371
MNE,2003,203.68596791922512007,55783.608422598071222
