area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,Hcom,Htot,date,UTM.Easting,UTM.Northing
PAR_A01,16,145,marupa,Simarouba amara,Simaroubaceae,18.4,O,FALSE,4.12,9.95,20180428,220409.8547,9633304.203
PAR_A01,16,146,morta,NA,NA,20.7,O,TRUE,NA,NA,20180428,220406.2768,9633306.916
PAR_A01,16,147,inga vermelho,Inga alba,Fabaceae,11,O,FALSE,NA,NA,20180428,220412.1196,9633310.778
PAR_A01,16,148,louro preto,Nectandra cuspidata,Lauraceae,16.3,O,FALSE,NA,NA,20180428,220412.6496,9633309.933
PAR_A01,16,149,fava folha fina,Pseudopiptadenia psilostachya,Fabaceae,11,O,FALSE,NA,NA,20180428,220411.6793,9633311.666
PAR_A01,16,150,inajarana,Quararibea guianensis,Malvaceae,13.2,O,FALSE,NA,NA,20180428,220408.5526,9633313.484
PAR_A01,16,151,pente de macaco,Apeiba petoumo,Malvaceae,11.2,O,FALSE,NA,NA,20180428,220408.5729,9633315.682
PAR_A01,16,152,araracanga,Aspidosperma spruceanum,Apocynaceae,42.2,O,FALSE,NA,NA,20180428,220381.4181,9633303.078
PAR_A01,16,153,cumarurana,NA,NA,36.1,O,FALSE,NA,NA,20180428,220386.9572,9633298.9
PAR_A01,16,154,morta,NA,NA,42.2,O,TRUE,NA,NA,20180428,220392.3809,9633299.215
PAR_A01,16,155,breu barrote,Tetragastris panamensis,Burseraceae,41,O,FALSE,NA,NA,20180428,220387.9965,9633292.604
PAR_A01,16,156,fava folha fina,Pseudopiptadenia psilostachya,Fabaceae,37.2,O,FALSE,NA,NA,20180428,220392.3169,9633282.182
PAR_A01,16,157,timborana,Pseudopiptadenia suaveolens,Fabaceae,78,O,FALSE,22.26,33.04,20180428,220383.1202,9633276.472
PAR_A01,16,158,piquiarana,Caryocar glabrum,Caryocaraceae,58.3,O,FALSE,12.46,30.02,20180428,220397.6968,9633267.662
PAR_A01,16,159,inga vermelho,Inga alba,Fabaceae,54.8,O,FALSE,11.26,25.7,20180428,220398.8381,9633261.303
PAR_A01,16,160,macucu de sangue,Licania heteromorpha,Chrysobalanaceae,39.4,O,FALSE,NA,NA,20180428,220400.6048,9633272.612
PAR_A01,17,1,matamata branco,Eschweilera coriacea,Lecythidaceae,19.1,O,FALSE,NA,NA,20180425,220734.1592,9632822.533
PAR_A01,17,2,inga vermelho,Inga alba,Fabaceae,15.4,O,FALSE,NA,NA,20180425,220728.9663,9632827.42
PAR_A01,17,3,jatereu,Lecythis idatimon,Lecythidaceae,11.5,O,FALSE,NA,NA,20180425,220728.6253,9632823.041
PAR_A01,17,4,ucuuba preta,Virola michelii,Myristicaceae,39.5,O,FALSE,NA,NA,20180425,220725.1462,9632828.771
PAR_A01,17,5,acai,Euterpe oleracea,Arecaceae,12.3,P,FALSE,NA,NA,20180425,220724.4077,9632830.53
PAR_A01,17,6,acai,Euterpe oleracea,Arecaceae,11.1,P,FALSE,NA,NA,20180425,220724.4077,9632830.53
PAR_A01,17,7,acai,Euterpe oleracea,Arecaceae,10.8,P,FALSE,NA,NA,20180425,220724.0384,9632831.41
PAR_A01,17,8,anani,Symphonia globulifera,Clusiaceae,13.2,O,FALSE,11.86,18.3,20180425,220721.452,9632832.304
PAR_A01,17,9,ucuuba preta,Virola michelii,Myristicaceae,21.8,O,FALSE,NA,NA,20180425,220722.3759,9632832.737
PAR_A01,17,10,acai,Euterpe oleracea,Arecaceae,12.5,P,FALSE,NA,NA,20180425,220723.2999,9632833.169
PAR_A01,17,11,acai,Euterpe oleracea,Arecaceae,10.7,P,FALSE,NA,NA,20180425,220723.2999,9632833.169
PAR_A01,17,12,breu branco,Protium paniculatum,Burseraceae,13.6,O,FALSE,NA,NA,20180425,220727.9195,9632835.331
PAR_A01,17,13,tento amarelo,NA,NA,18.6,O,FALSE,NA,NA,20180425,220729.1978,9632834.882
PAR_A01,17,14,tatapiririca,Tapirira guianensis,Anacardiaceae,31.8,O,FALSE,NA,NA,20180425,220731.3902,9632834.863
PAR_A01,17,15,breu vermelho,Protium hebetatum,Burseraceae,14,O,FALSE,NA,NA,20180425,220731.7396,9632833.98
PAR_A01,17,16,acai,Euterpe oleracea,Arecaceae,13.7,P,FALSE,NA,NA,20180425,220721.4535,9632837.567
PAR_A01,17,17,breu vermelho,Protium hebetatum,Burseraceae,11.2,O,FALSE,NA,NA,20180425,220718.8324,9632838.457
PAR_A01,17,18,breu branco,Protium paniculatum,Burseraceae,25.2,O,FALSE,9.72,10.51,20180425,220717.5144,9632838.9
PAR_A01,17,19,murta,Strychnos subcordata,Loganiaceae,14.7,O,FALSE,NA,NA,20180425,220732.0106,9632844.549
PAR_A01,17,20,jatereu,Lecythis idatimon,Lecythidaceae,14.2,O,FALSE,NA,NA,20180425,220727.799,9632846.776
PAR_A01,17,21,jatereu,Lecythis idatimon,Lecythidaceae,12.6,O,FALSE,NA,NA,20180425,220729.7014,9632847.649
PAR_A01,17,22,tachi branco,Tachigali paniculata,Fabaceae,23.3,O,FALSE,9.99,16.32,20180425,220727.7168,9632849.863
PAR_A01,17,23,jatereua branco,NA,NA,13.4,O,FALSE,NA,NA,20180425,220727.6496,9632852.953
PAR_A01,17,24,inga xixica,Inga heterophylla,Fabaceae,13.6,O,FALSE,NA,NA,20180425,220717.9884,9632848.563
PAR_A01,17,25,macucu,Licania guianensis,Chrysobalanaceae,15.4,O,FALSE,NA,NA,20180425,220717.0223,9632848.124
PAR_A01,17,26,matamata vermelho,Eschweilera coriacea,Lecythidaceae,26.2,O,FALSE,NA,NA,20180425,220716.2837,9632849.883
PAR_A01,17,27,gema de ovo,Aspidosperma parvifolium,Apocynaceae,10.4,O,FALSE,NA,NA,20180425,220716.5213,9632852.083
PAR_A01,17,28,louro preto,Nectandra cuspidata,Lauraceae,13.7,O,FALSE,NA,NA,20180425,220716.0401,9632856.045
PAR_A01,17,29,abiu escamoso,NA,NA,13,O,FALSE,NA,NA,20180425,220713.6989,9632856.041
PAR_A01,17,30,envira cana,Xylopia nitida,Annonaceae,24.2,O,FALSE,NA,NA,20180425,220716.2153,9632861.336
PAR_A01,17,31,pintadinho,Poeppigia procera,Fabaceae,36.2,O,FALSE,NA,NA,20180425,220716.1431,9632864.425
PAR_A01,17,32,jatereu,Lecythis idatimon,Lecythidaceae,24.2,O,FALSE,NA,NA,20180425,220712.4866,9632861.764
PAR_A01,17,33,fava branca,Parkia paraensis,Fabaceae,18.7,O,FALSE,NA,NA,20180425,220710.8516,9632859.994
PAR_A01,17,34,paruru,Vantanea parviflora,Humiriaceae,10,O,FALSE,NA,NA,20180425,220708.4732,9632859.984
PAR_A01,17,35,abiu vermelho,Pouteria cladantha,Sapotaceae,35.7,O,FALSE,NA,NA,20180425,220702.4531,9632857.314
PAR_A01,17,36,tachi preto,Tachigali myrmecophila,Fabaceae,69.5,O,FALSE,16.67,25.44,20180425,220703.4202,9632852.491
PAR_A01,17,37,sarupeminha,NA,NA,54.7,O,FALSE,14.23,22.34,20180425,220698.7015,9632847.213
PAR_A01,17,38,abiurana,Pouteria gongrijpii,Sapotaceae,45.5,O,FALSE,NA,NA,20180425,220681.531,9632840.569
PAR_A01,18,39,envira preta,Guatteria schomburgkiana,Annonaceae,15.2,O,FALSE,NA,NA,20180425,220592.2304,9632750.391
PAR_A01,18,40,envira preta,Guatteria schomburgkiana,Annonaceae,11,O,FALSE,4.93,7.38,20180425,220598.6244,9632761.291
PAR_A01,18,41,lacre vermelho,Vismia latifolia,Hypericaceae,12,O,FALSE,NA,NA,20180425,220601.8207,9632765.72
PAR_A01,18,42,envira preta,Guatteria schomburgkiana,Annonaceae,21,O,FALSE,NA,NA,20180425,220601.8641,9632763.483
PAR_A01,18,43,breu sucuruba,Trattinnickia burserifolia,Burseraceae,36.9,O,FALSE,NA,NA,20180425,220593.071,9632770.064
PAR_A01,18,44,farinha seca,Lindackeria paludosa,Achariaceae,11.7,O,FALSE,NA,NA,20180425,220593.4368,9632773.65
PAR_A01,18,45,farinha seca,Lindackeria paludosa,Achariaceae,11.7,O,FALSE,NA,NA,20180425,220594.8781,9632766.513
PAR_A01,18,46,farinha seca,Lindackeria paludosa,Achariaceae,11.6,O,FALSE,NA,NA,20180425,220587.9152,9632767.298
PAR_A01,18,47,embauba vermelha,Cecropia distachya,Urticaceae,156.7,O,TRUE,NA,NA,20180425,220586.5522,9632769.958
PAR_A01,18,48,envira preta,Guatteria schomburgkiana,Annonaceae,21.5,O,FALSE,NA,NA,20180425,220584.7349,9632773.505
PAR_A01,18,49,pau de espeto,NA,NA,11.7,O,FALSE,NA,NA,20180425,220582.5084,9632775.703
PAR_A01,18,50,envira preta,Guatteria schomburgkiana,Annonaceae,20.4,O,FALSE,NA,NA,20180425,220579.8701,9632776.55
PAR_A01,18,51,pente de macaco,Apeiba petoumo,Malvaceae,19.8,O,FALSE,NA,NA,20180425,220579.9177,9632774.315
PAR_A01,18,52,pente de macaco,Apeiba petoumo,Malvaceae,16.8,O,FALSE,NA,NA,20180425,220579.9177,9632774.315
PAR_A01,18,53,fava atana,Parkia gigantocarpa,Fabaceae,88.5,O,FALSE,9.04,15.53,20180425,220579.4617,9632775.201
PAR_A01,18,54,pente de macaco,Apeiba petoumo,Malvaceae,24.7,O,FALSE,NA,NA,20180425,220580.646,9632781.485
PAR_A01,18,55,envira preta,Guatteria schomburgkiana,Annonaceae,21.8,O,FALSE,NA,NA,20180425,220581.966,9632781.062
PAR_A01,18,56,envira preta,Guatteria schomburgkiana,Annonaceae,23.6,O,FALSE,NA,NA,20180425,220575.2724,9632787.649
PAR_A01,18,57,sucuuba,Himatanthus sucuuba,Apocynaceae,11.6,O,FALSE,7.5,12.76,20180425,220569.4688,9632792.456
PAR_A01,18,58,tento amarelo,NA,NA,18.4,O,FALSE,NA,NA,20180425,220578.1934,9632797.116
PAR_A01,18,59,piquia,Caryocar villosum,Caryocaraceae,56.4,O,FALSE,10.5,17.12,20180425,220572.3839,9632761.23
PAR_A01,19,60,breu vermelho,Protium hebetatum,Burseraceae,27.1,O,FALSE,NA,NA,20180425,220463.2041,9632683.321
PAR_A01,19,61,farinha seca,Lindackeria paludosa,Achariaceae,10.5,O,FALSE,NA,NA,20180425,220464.0423,9632683.787
PAR_A01,19,62,abiu seco,Pouteria caimito,Sapotaceae,14,O,FALSE,NA,NA,20180425,220462.7773,9632684.23
PAR_A01,19,63,tres folhas,NA,NA,13.6,O,FALSE,NA,NA,20180425,220466.1396,9632688.375
PAR_A01,19,64,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.7,O,FALSE,8.47,13.26,20180425,220466.9828,9632688.84
PAR_A01,19,65,timborana,Pseudopiptadenia suaveolens,Fabaceae,11.5,O,FALSE,NA,NA,20180425,220464.0906,9632697.48
PAR_A01,19,66,abiu vermelho,Pouteria cladantha,Sapotaceae,29.5,O,FALSE,NA,NA,20180425,220463.2323,9632697.015
PAR_A01,19,67,timborana,Pseudopiptadenia suaveolens,Fabaceae,10.7,O,FALSE,NA,NA,20180425,220461.0956,9632696.995
PAR_A01,19,68,freijo branco,Cordia scabrifolia,Boraginaceae,12.6,O,FALSE,NA,NA,20180425,220458.0906,9632696.512
PAR_A01,19,69,freijo branco,Cordia scabrifolia,Boraginaceae,11.4,O,FALSE,NA,NA,20180425,220458.0906,9632696.512
PAR_A01,19,70,embauba branca,Cecropia palmata,Urticaceae,17.1,O,FALSE,NA,NA,20180425,220455.5218,9632699.684
PAR_A01,19,71,arataciu,Sagotia racemosa,Euphorbiaceae,16.2,O,FALSE,NA,NA,20180425,220452.511,9632703.766
PAR_A01,19,72,mapatirana,Pourouma minor,Urticaceae,30.8,O,FALSE,NA,NA,20180425,220451.2538,9632708.774
PAR_A01,19,73,inga peludo,Inga grandis,Fabaceae,13.5,O,FALSE,NA,NA,20180425,220450.3687,9632708.312
PAR_A01,19,74,inga xixica,Inga heterophylla,Fabaceae,15.8,O,FALSE,8.96,15.52,20180425,220454.6148,9632720.648
PAR_A01,19,75,mapatirana,Pourouma minor,Urticaceae,16.8,O,TRUE,NA,NA,20180425,220451.0137,9632718.802
PAR_A01,19,76,abiurana,Pouteria gongrijpii,Sapotaceae,12.8,O,FALSE,NA,NA,20180425,220456.9073,9632722.94
PAR_A01,19,77,tres folhas,NA,NA,10.8,O,FALSE,NA,NA,20180425,220457.3156,9632722.032
PAR_A01,19,78,matamata preto,Eschweilera ovata,Lecythidaceae,14,O,FALSE,NA,NA,20180425,220454.6917,9632722.925
PAR_A01,19,79,matamata branco,Eschweilera coriacea,Lecythidaceae,12.2,O,FALSE,NA,NA,20180425,220455.274,9632726.571
PAR_A01,19,80,fava atana,Parkia gigantocarpa,Fabaceae,24.4,O,FALSE,NA,NA,20180425,220453.5453,9632727.926
PAR_A01,19,81,inga vermelho,Inga alba,Fabaceae,11.3,O,FALSE,NA,NA,20180425,220451.7212,9632727.005
PAR_A01,19,82,inga branco,Inga thibaudiana,Fabaceae,11.4,O,FALSE,NA,NA,20180425,220448.0046,9632722.884
PAR_A01,19,83,abiu branco,Pouteria guianensis,Sapotaceae,10.7,O,FALSE,NA,NA,20180425,220446.9408,9632715.585
PAR_A01,19,84,breu branco,Protium paniculatum,Burseraceae,14.5,O,FALSE,NA,NA,20180425,220441.5741,9632715.096
PAR_A01,19,85,murucirana,Sterigmapetalum obovatum,Rhizophoraceae,12.7,O,FALSE,NA,NA,20180425,220444.28,9632716.48
PAR_A01,19,86,caju de janeiro,NA,NA,57.7,O,FALSE,21.18,32.12,20180425,220441.9617,9632707.342
PAR_A01,19,87,matamata giboia,NA,NA,40.8,O,FALSE,NA,NA,20180425,220435.2686,9632714.148
PAR_A01,19,88,embauba branca,Cecropia palmata,Urticaceae,64,O,FALSE,14.62,23.01,20180425,220428.0705,9632705.89
PAR_A01,19,89,escorrega macaco,Capirona decorticans,Rubiaceae,45.8,O,FALSE,NA,NA,20180425,220427.3546,9632696.286
PAR_A01,19,90,mapatirana,Pourouma minor,Urticaceae,46.1,O,FALSE,NA,NA,20180425,220425.3315,9632689.411
PAR_A01,19,91,uxirana,Sacoglottis guianensis,Humiriaceae,53.2,O,FALSE,13.61,29,20180425,220432.076,9632687.166
PAR_A01,19,92,matamata branco,Eschweilera coriacea,Lecythidaceae,49.5,O,FALSE,NA,NA,20180425,220438.2728,9632685.839
PAR_A01,19,93,urucurana,Sloanea guianensis,Elaeocarpaceae,50,O,FALSE,15.1,21.75,20180425,220441.0553,9632680.37
PAR_A01,19,94,matamata branco,Eschweilera coriacea,Lecythidaceae,35.6,O,FALSE,NA,NA,20180425,220437.7417,9632676.222
PAR_A01,20,95,inga vermelho,Inga alba,Fabaceae,18.5,O,FALSE,NA,NA,20180425,220330.8631,9632615.516
PAR_A01,20,96,cumarurana,NA,NA,10,O,FALSE,NA,NA,20180425,220334.5847,9632626.157
PAR_A01,20,97,abiu vermelho,Pouteria cladantha,Sapotaceae,14.3,O,FALSE,9.63,15.8,20180425,220332.1428,9632628.977
PAR_A01,20,98,breu vermelho,Protium hebetatum,Burseraceae,13.7,O,FALSE,NA,NA,20180425,220331.1803,9632626.323
PAR_A01,20,99,louro amarelo,Aniba parviflora,Lauraceae,22.2,O,FALSE,NA,NA,20180425,220330.3062,9632625.825
PAR_A01,20,100,arataciu,Sagotia racemosa,Euphorbiaceae,10,O,FALSE,NA,NA,20180425,220326.8098,9632623.835
PAR_A01,20,101,macucu,Licania guianensis,Chrysobalanaceae,16,O,FALSE,NA,NA,20180425,220325.9357,9632623.338
PAR_A01,20,102,macucu,Licania guianensis,Chrysobalanaceae,25.2,O,FALSE,NA,NA,20180425,220325.4705,9632622.008
PAR_A01,20,103,camurim,NA,NA,15.4,O,FALSE,NA,NA,20180425,220323.7768,9632623.176
PAR_A01,20,104,erva do campo,NA,NA,12.6,O,FALSE,NA,NA,20180425,220325.1885,9632627.163
PAR_A01,20,105,envira preta,Guatteria schomburgkiana,Annonaceae,12.4,O,FALSE,NA,NA,20180425,220321.4574,9632632.493
PAR_A01,20,106,envira preta,Guatteria schomburgkiana,Annonaceae,12.2,O,FALSE,NA,NA,20180425,220322.0343,9632635.975
PAR_A01,20,107,paruru,Vantanea parviflora,Humiriaceae,12.8,O,FALSE,9.18,14.37,20180425,220316.6397,9632633.018
PAR_A01,20,108,camurim,NA,NA,11.2,O,FALSE,NA,NA,20180425,220330.5136,9632639.582
PAR_A01,20,109,matamata branco,Eschweilera coriacea,Lecythidaceae,36.5,O,FALSE,NA,NA,20180425,220328.0593,9632642.404
PAR_A01,20,110,cumarurana,NA,NA,16.5,O,FALSE,NA,NA,20180425,220326.7638,9632642.742
PAR_A01,20,111,andirobarana,Guarea guidonia,Meliaceae,16.4,O,FALSE,NA,NA,20180425,220322.4594,9632644.588
PAR_A01,20,112,abiu vermelho,Pouteria cladantha,Sapotaceae,10.5,O,FALSE,NA,NA,20180425,220316.0657,9632641.157
PAR_A01,20,113,abiu vermelho,Pouteria cladantha,Sapotaceae,17.5,O,FALSE,12.04,15.76,20180425,220317.2925,9632638.66
PAR_A01,20,114,NA,NA,NA,12.4,O,TRUE,NA,NA,20180425,220313.0016,9632642.677
PAR_A01,20,115,murta,Strychnos subcordata,Loganiaceae,12.2,O,FALSE,NA,NA,20180425,220311.6685,9632643.021
PAR_A01,20,116,parapara,Jacaranda copaia,Bignoniaceae,23.5,O,FALSE,NA,NA,20180425,220311.3517,9632646.01
PAR_A01,20,117,caripe,Licania octandra,Chrysobalanaceae,12.4,O,FALSE,NA,NA,20180425,220309.5972,9632647.189
PAR_A01,20,118,gema de ovo,Aspidosperma parvifolium,Apocynaceae,14.8,O,FALSE,NA,NA,20180425,220307.4196,9632649.204
PAR_A01,20,119,sucupira babona,Diplotropis sp.,Fabaceae,35.6,O,FALSE,NA,NA,20180425,220308.7687,9632648.856
PAR_A01,20,120,axixa,Sterculia pruriens,Malvaceae,13.1,O,FALSE,NA,NA,20180425,220306.5875,9632650.872
PAR_A01,20,121,mapatirana,Pourouma minor,Urticaceae,18.6,O,FALSE,NA,NA,20180425,220307.9402,9632650.524
PAR_A01,20,122,mapatirana,Pourouma minor,Urticaceae,49.7,O,FALSE,NA,NA,20180425,220311.8125,9632654.616
PAR_A01,20,123,embauba vermelha,Cecropia distachya,Urticaceae,26.1,O,FALSE,NA,NA,20180425,220321.5364,9632651.376
PAR_A01,20,124,inga vermelho,Inga alba,Fabaceae,13.5,O,FALSE,NA,NA,20180425,220321.0051,9632650.058
PAR_A01,20,125,inga vermelho,Inga alba,Fabaceae,18.6,O,FALSE,NA,NA,20180425,220320.4774,9632648.74
PAR_A01,20,126,mapatirana,Pourouma minor,Urticaceae,43.5,O,FALSE,NA,NA,20180425,220289.1436,9632623.434
PAR_A01,20,127,parapara,Jacaranda copaia,Bignoniaceae,44.6,O,FALSE,NA,NA,20180425,220298.2371,9632617.477
PAR_A01,20,128,piquiarana,Caryocar glabrum,Caryocaraceae,66.2,O,FALSE,16.86,24.18,20180425,220282.6492,9632630.888
PAR_A01,21,1,louro preto,Nectandra cuspidata,Lauraceae,14.6,O,FALSE,7.98,11.78,20180427,218933.3274,9633110.937
PAR_A01,21,2,louro preto,Nectandra cuspidata,Lauraceae,13,O,FALSE,NA,NA,20180427,218934.2023,9633111.426
PAR_A01,21,3,louro preto,Nectandra cuspidata,Lauraceae,10.4,O,FALSE,NA,NA,20180427,218934.3845,9633111.076
PAR_A01,21,4,breu sucuruba,Trattinnickia burserifolia,Burseraceae,15.3,O,FALSE,6.78,10.37,20180427,218933.5497,9633108.345
PAR_A01,21,5,morta,NA,NA,26,O,TRUE,NA,NA,20180427,218923.8901,9633105.205
PAR_A01,21,6,morta,NA,NA,24.5,O,TRUE,NA,NA,20180427,218924.1231,9633104.764
PAR_A01,21,7,morta,NA,NA,27,O,TRUE,NA,NA,20180427,218925.2884,9633102.561
PAR_A01,21,8,inga vermelho,Inga alba,Fabaceae,22.2,O,FALSE,NA,NA,20180427,218928.4863,9633098.649
PAR_A01,21,9,embauba branca,Cecropia palmata,Urticaceae,11.6,O,FALSE,NA,NA,20180427,218937.572,9633104.949
PAR_A01,21,10,envira preta,Guatteria schomburgkiana,Annonaceae,10.7,O,FALSE,NA,NA,20180427,218938.0273,9633104.074
PAR_A01,21,11,embauba,Cecropia ficifolia,Urticaceae,15.3,O,FALSE,NA,NA,20180427,218941.9875,9633102.932
PAR_A01,21,12,envira preta,Guatteria schomburgkiana,Annonaceae,10.3,O,FALSE,5.92,7.73,20180427,218941.5764,9633101.563
PAR_A01,21,13,envira preta,Guatteria schomburgkiana,Annonaceae,10.2,O,FALSE,NA,NA,20180427,218942.0083,9633101.81
PAR_A01,21,14,envira preta,Guatteria schomburgkiana,Annonaceae,11.9,O,FALSE,NA,NA,20180427,218944.6186,9633102.175
PAR_A01,21,15,envira preta,Guatteria schomburgkiana,Annonaceae,10.8,O,FALSE,NA,NA,20180427,218944.2509,9633098.562
PAR_A01,21,16,morta,NA,NA,13.2,O,TRUE,NA,NA,20180427,218936.9093,9633095.464
PAR_A01,21,17,envira preta,Guatteria schomburgkiana,Annonaceae,11.6,O,FALSE,NA,NA,20180427,218934.461,9633089.461
PAR_A01,21,18,morta,NA,NA,13,O,TRUE,NA,NA,20180427,218943.947,9633092.695
PAR_A01,21,19,embauba,Cecropia ficifolia,Urticaceae,11,O,FALSE,NA,NA,20180427,218945.6585,9633093.694
PAR_A01,21,20,louro preto,Nectandra cuspidata,Lauraceae,10.4,O,FALSE,NA,NA,20180427,218942.6927,9633090.82
PAR_A01,21,21,embauba,Cecropia ficifolia,Urticaceae,10.4,O,FALSE,NA,NA,20180427,218945.8288,9633086.941
PAR_A01,21,22,louro preto,Nectandra cuspidata,Lauraceae,12.7,O,FALSE,NA,NA,20180427,218944.6545,9633082.802
PAR_A01,21,23,louro preto,Nectandra cuspidata,Lauraceae,12.5,O,FALSE,NA,NA,20180427,218943.347,9633083.176
PAR_A01,21,24,louro preto,Ocotea cernua,Lauraceae,11.4,O,FALSE,NA,NA,20180427,218945.5022,9633083.306
PAR_A01,21,25,inga vermelho,Inga alba,Fabaceae,11.4,O,FALSE,NA,NA,20180427,218949.7406,9633085.825
PAR_A01,21,26,embauba,Cecropia ficifolia,Urticaceae,15.4,O,FALSE,NA,NA,20180427,218950.5883,9633086.328
PAR_A01,21,27,embauba,Cecropia ficifolia,Urticaceae,12.7,O,FALSE,NA,NA,20180427,218951.436,9633086.832
PAR_A01,21,28,maravuvuia,Croton matourensis,Euphorbiaceae,12.2,O,FALSE,NA,NA,20180427,218953.2431,9633083.338
PAR_A01,21,29,inga vermelho,Inga alba,Fabaceae,12.4,O,FALSE,NA,NA,20180427,218953.7571,9633080.211
PAR_A01,21,30,embauba,Cecropia ficifolia,Urticaceae,12.4,O,FALSE,NA,NA,20180427,218950.8476,9633077.307
PAR_A01,21,31,maravuvuia,Croton matourensis,Euphorbiaceae,24.5,O,FALSE,7.08,15.16,20180427,218951.7601,9633075.555
PAR_A01,21,32,maravuvuia,Croton matourensis,Euphorbiaceae,15.2,O,FALSE,NA,NA,20180427,218948.4052,9633073.521
PAR_A01,21,33,maravuvuia,Croton matourensis,Euphorbiaceae,14.7,O,FALSE,7.81,14.82,20180427,218951.0797,9633070.521
PAR_A01,21,34,envira preta,Guatteria schomburgkiana,Annonaceae,11.4,O,FALSE,NA,NA,20180427,218949.3249,9633071.766
PAR_A01,21,35,inga vermelho,Inga alba,Fabaceae,11.8,O,FALSE,NA,NA,20180427,218948.0272,9633072.134
PAR_A01,21,36,maravuvuia,Croton matourensis,Euphorbiaceae,19.4,O,FALSE,NA,NA,20180427,218946.9039,9633067.968
PAR_A01,21,37,embauba branca,Cecropia palmata,Urticaceae,15.2,O,FALSE,NA,NA,20180427,218953.5852,9633072.052
PAR_A01,21,38,embauba branca,Cecropia palmata,Urticaceae,13.5,O,FALSE,NA,NA,20180427,218955.2555,9633073.073
PAR_A01,21,39,maravuvuia,Croton matourensis,Euphorbiaceae,11.7,O,FALSE,NA,NA,20180427,218956.9258,9633074.094
PAR_A01,21,40,maravuvuia,Croton matourensis,Euphorbiaceae,11.3,O,FALSE,NA,NA,20180427,218956.8574,9633076.351
PAR_A01,21,41,morta,NA,NA,14.5,O,TRUE,NA,NA,20180427,218955.6371,9633074.458
PAR_A01,22,42,maravuvuia,Croton matourensis,Euphorbiaceae,14.5,O,FALSE,NA,NA,20180427,219070.1507,9633185.876
PAR_A01,22,43,maravuvuia,Croton matourensis,Euphorbiaceae,13.8,O,FALSE,9.7,15.31,20180427,219068.5371,9633181.689
PAR_A01,22,44,maravuvuia,Croton matourensis,Euphorbiaceae,12.8,O,FALSE,NA,NA,20180427,219068.2711,9633180.992
PAR_A01,22,45,maravuvuia,Croton matourensis,Euphorbiaceae,10.9,O,FALSE,NA,NA,20180427,219068.0571,9633181.423
PAR_A01,22,46,maravuvuia,Croton matourensis,Euphorbiaceae,10.4,O,FALSE,NA,NA,20180427,219067.9092,9633178.041
PAR_A01,22,47,maravuvuia,Croton matourensis,Euphorbiaceae,13.3,O,FALSE,NA,NA,20180427,219068.1246,9633177.61
PAR_A01,22,48,maravuvuia,Croton matourensis,Euphorbiaceae,16,O,FALSE,NA,NA,20180427,219066.877,9633177.91
PAR_A01,22,49,maravuvuia,Croton matourensis,Euphorbiaceae,15.4,O,FALSE,11.81,17.49,20180427,219066.6949,9633178.029
PAR_A01,22,50,maravuvuia,Croton matourensis,Euphorbiaceae,15.5,O,FALSE,13.12,18.03,20180427,219066.6609,9633178.34
PAR_A01,22,51,morta,NA,NA,13.5,O,TRUE,NA,NA,20180427,219057.9773,9633175.85
PAR_A01,22,52,lacre,Vismia guianensis,Hypericaceae,10.7,O,FALSE,NA,NA,20180427,219057.9131,9633173.607
PAR_A01,22,53,envira preta,Guatteria schomburgkiana,Annonaceae,13.7,O,FALSE,NA,NA,20180427,219058.361,9633172.752
PAR_A01,22,54,maravuvuia,Croton matourensis,Euphorbiaceae,13,O,FALSE,10.74,16.1,20180427,219066.8679,9633175.262
PAR_A01,22,55,maravuvuia,Croton matourensis,Euphorbiaceae,14.2,O,FALSE,11.2,16.1,20180427,219065.9165,9633174.734
PAR_A01,22,56,maravuvuia,Croton matourensis,Euphorbiaceae,15.4,O,FALSE,NA,NA,20180427,219065.8402,9633172.488
PAR_A01,22,57,maravuvuia,Croton matourensis,Euphorbiaceae,12.3,O,FALSE,NA,NA,20180427,219066.2778,9633171.628
PAR_A01,22,58,envira preta,Guatteria schomburgkiana,Annonaceae,11.3,O,FALSE,NA,NA,20180427,219064.3853,9633170.577
PAR_A01,22,59,envira preta,Guatteria schomburgkiana,Annonaceae,11.8,O,FALSE,NA,NA,20180427,219064.4735,9633170.405
PAR_A01,22,60,embauba,Cecropia ficifolia,Urticaceae,28.2,O,FALSE,NA,NA,20180427,219062.9373,9633168.668
PAR_A01,22,61,burra leiteira,Sapium marmieri,Euphorbiaceae,16.4,O,FALSE,NA,NA,20180427,219070.0628,9633173.731
PAR_A01,22,62,embauba,Cecropia ficifolia,Urticaceae,13.7,O,FALSE,NA,NA,20180427,219070.4935,9633172.869
PAR_A01,22,63,maravuvuia,Croton matourensis,Euphorbiaceae,13.4,O,FALSE,NA,NA,20180427,219074.7939,9633176.36
PAR_A01,22,64,maravuvuia,Croton matourensis,Euphorbiaceae,12.3,O,FALSE,NA,NA,20180427,219073.8522,9633171.435
PAR_A01,22,65,maravuvuia,Croton matourensis,Euphorbiaceae,16,O,FALSE,NA,NA,20180427,219073.8949,9633171.349
PAR_A01,22,66,maravuvuia,Croton matourensis,Euphorbiaceae,11.8,O,FALSE,NA,NA,20180427,219073.8437,9633171.21
