area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,Hcom,Htot,date,UTM.Easting,UTM.Northing
PAR_A01,11,86,envira preta,Guatteria schomburgkiana,Annonaceae,13.8,O,FALSE,NA,NA,20180428,220454.0901,9633555.565
PAR_A01,11,87,macucu,Licania guianensis,Chrysobalanaceae,11,O,FALSE,NA,NA,20180428,220447.7044,9633553
PAR_A01,11,88,macucu,Licania guianensis,Chrysobalanaceae,10.7,O,FALSE,NA,NA,20180428,220440.809,9633553.338
PAR_A01,11,89,fava barbatimao,Stryphnodendron pulcherrimum,Fabaceae,15.2,O,FALSE,NA,NA,20180428,220436.5835,9633550.889
PAR_A01,11,90,capueiro,Rinorea guianensis,Violaceae,17.3,O,FALSE,NA,NA,20180428,220436.0999,9633551.751
PAR_A01,11,91,capueiro,Rinorea guianensis,Violaceae,14,O,FALSE,8.3,12.02,20180428,220438.0322,9633552.3
PAR_A01,11,92,tento,Ormosia coccinea,Fabaceae,11.5,O,FALSE,9.55,14.08,20180428,220442.805,9633556.778
PAR_A01,11,93,morta,NA,NA,27.2,O,TRUE,NA,NA,20180428,220435.3506,9633555.087
PAR_A01,11,94,fava folha fina,Pseudopiptadenia psilostachya,Fabaceae,17.2,O,FALSE,NA,NA,20180428,220430.9046,9633563.021
PAR_A01,11,95,muruci,Byrsonima crispa,Malpighiaceae,13,O,FALSE,NA,NA,20180428,220429.2132,9633566.04
PAR_A01,11,96,parapara,Jacaranda copaia,Bignoniaceae,28.5,O,FALSE,NA,NA,20180428,220430.4794,9633567.797
PAR_A01,11,97,parapara,Jacaranda copaia,Bignoniaceae,34.7,O,FALSE,NA,NA,20180428,220429.4658,9633569.608
PAR_A01,11,98,pau jacare,Laetia procera,Salicaceae,12.4,O,FALSE,NA,NA,20180428,220430.6064,9633569.581
PAR_A01,11,99,inga,Inga marginata,Fabaceae,11.7,O,FALSE,9.1,15.27,20180428,220437.3464,9633569.591
PAR_A01,11,100,inga xixica,Inga heterophylla,Fabaceae,10.9,O,FALSE,NA,NA,20180428,220432.7116,9633573.872
PAR_A01,11,101,fava barbatimao,Stryphnodendron pulcherrimum,Fabaceae,18.3,O,FALSE,NA,NA,20180428,220441.7083,9633577.914
PAR_A01,11,102,pente de macaco,Apeiba petoumo,Malvaceae,12.2,O,FALSE,NA,NA,20180428,220440.2189,9633582.633
PAR_A01,11,103,burra leiteira,Sapium marmieri,Euphorbiaceae,15.2,O,FALSE,NA,NA,20180428,220428.1316,9633569.98
PAR_A01,11,104,mamorana,Eriotheca globosa,Malvaceae,15.4,O,FALSE,NA,NA,20180428,220426.3136,9633571.214
PAR_A01,11,105,morta,NA,NA,37,O,TRUE,NA,NA,20180428,220419.7455,9633570.857
PAR_A01,11,106,marupa,Simarouba amara,Simaroubaceae,39.5,O,FALSE,NA,NA,20180428,220422.6615,9633553.689
PAR_A01,11,107,morta,NA,NA,55.3,O,TRUE,12.42,24.21,20180428,220425.5575,9633530.748
PAR_A01,11,108,parapara,Jacaranda copaia,Bignoniaceae,42.2,O,FALSE,NA,NA,20180428,220429.8246,9633525.205
PAR_A01,11,109,abiurana,Pouteria gongrijpii,Sapotaceae,60,O,FALSE,15.97,27.27,20180428,220422.0705,9633517.237
PAR_A01,11,110,inga vermelho,Inga alba,Fabaceae,58,O,FALSE,12.53,20.35,20180428,220438.5708,9633531.45
PAR_A01,11,111,muiracatiara,Astronium graveolens,Anacardiaceae,40.2,O,FALSE,NA,NA,20180428,220439.4104,9633531.94
PAR_A01,12,112,inga branco,Inga thibaudiana,Fabaceae,10.3,O,FALSE,NA,NA,20180428,220328.6386,9633466.116
PAR_A01,12,113,inga vermelho,Inga alba,Fabaceae,14.3,O,FALSE,NA,NA,20180428,220327.8403,9633465.645
PAR_A01,12,114,inga,Inga marginata,Fabaceae,15.2,O,FALSE,NA,NA,20180428,220328.1322,9633467.012
PAR_A01,12,115,iperana,Eperua bijuga,Fabaceae,34.7,O,FALSE,NA,NA,20180428,220319.0418,9633458.655
PAR_A01,12,116,inga vermelho,Inga alba,Fabaceae,12.5,O,FALSE,NA,NA,20180428,220318.8735,9633466.341
PAR_A01,12,117,inga,Inga marginata,Fabaceae,13.3,O,FALSE,NA,NA,20180428,220318.5441,9633468.779
PAR_A01,12,118,goiaba de anta,Bellucia grossularioides,Melastomataceae,11.2,O,FALSE,NA,NA,20180428,220323.3807,9633471.618
PAR_A01,12,119,inga vermelho,Inga alba,Fabaceae,20.5,O,FALSE,NA,NA,20180428,220327.361,9633474.074
PAR_A01,12,120,inga vermelho,Inga alba,Fabaceae,24.2,O,FALSE,NA,NA,20180428,220326.5044,9633473.691
PAR_A01,12,121,inga,Inga marginata,Fabaceae,15,O,FALSE,NA,NA,20180428,220317.2293,9633473.504
PAR_A01,12,122,fava barbatimao,Stryphnodendron pulcherrimum,Fabaceae,11.8,O,FALSE,NA,NA,20180428,220314.8476,9633473.305
PAR_A01,12,123,abiurana,Pouteria gongrijpii,Sapotaceae,23,O,FALSE,NA,NA,20180428,220309.843,9633468.822
PAR_A01,12,124,abiu cutite,Pouteria macrophylla,Sapotaceae,27,O,FALSE,NA,NA,20180428,220308.8768,9633472.327
PAR_A01,12,125,jatereu,Lecythis idatimon,Lecythidaceae,14.2,O,FALSE,NA,NA,20180428,220308.6154,9633472.772
PAR_A01,12,126,inga,Inga marginata,Fabaceae,11.1,O,FALSE,NA,NA,20180428,220308.5438,9633474.763
PAR_A01,12,127,inga,Inga marginata,Fabaceae,14.8,O,FALSE,NA,NA,20180428,220309.3466,9633477.143
PAR_A01,12,128,inga,Inga marginata,Fabaceae,11,O,FALSE,9.49,13.49,20180428,220313.3369,9633479.706
PAR_A01,12,129,maravuvuia,Croton matourensis,Euphorbiaceae,13.2,O,FALSE,14.36,20.91,20180428,220315.7424,9633481.226
PAR_A01,12,130,maravuvuia,Croton matourensis,Euphorbiaceae,20,O,FALSE,8.08,18.29,20180428,220316.8718,9633483.075
PAR_A01,12,131,casca seca,Licania canescens,Chrysobalanaceae,20.6,O,FALSE,NA,NA,20180428,220321.2399,9633486.925
PAR_A01,12,132,maravuvuia,Croton matourensis,Euphorbiaceae,21,O,FALSE,NA,NA,20180428,220318.2204,9633486.478
PAR_A01,12,133,maravuvuia,Croton matourensis,Euphorbiaceae,17,O,FALSE,NA,NA,20180428,220316.018,9633492.333
PAR_A01,12,134,maravuvuia,Croton matourensis,Euphorbiaceae,28.2,O,FALSE,12.38,17.95,20180428,220311.7867,9633492.025
PAR_A01,12,135,inga,Inga marginata,Fabaceae,10.9,O,FALSE,NA,NA,20180428,220303.9169,9633494.145
PAR_A01,12,136,fava arara tucupi,Parkia multijuga,Fabaceae,12,O,FALSE,NA,NA,20180428,220303.6658,9633494.001
PAR_A01,12,137,fava arara tucupi,Parkia multijuga,Fabaceae,10.7,O,FALSE,NA,NA,20180428,220302.8088,9633495.292
PAR_A01,12,138,fava arara tucupi,Parkia multijuga,Fabaceae,15.5,O,FALSE,NA,NA,20180428,220317.514,9633470.565
PAR_A01,12,139,maravuvuia,Croton matourensis,Euphorbiaceae,11.5,O,FALSE,NA,NA,20180428,220312.3376,9633498.876
PAR_A01,12,140,maravuvuia,Croton matourensis,Euphorbiaceae,15.3,O,FALSE,NA,NA,20180428,220311.4302,9633500.49
PAR_A01,12,141,maravuvuia,Croton matourensis,Euphorbiaceae,24,O,FALSE,13.03,20.21,20180428,220309.7524,9633499.524
PAR_A01,12,142,muruci,Byrsonima crispa,Malpighiaceae,12.5,O,FALSE,NA,NA,20180428,220307.7777,9633503.017
PAR_A01,12,143,envira preta,Guatteria schomburgkiana,Annonaceae,15.8,O,FALSE,NA,NA,20180428,220306.6808,9633502.981
PAR_A01,12,144,inga ,Inga marginata,Fabaceae,15,O,FALSE,NA,NA,20180428,220306.5794,9633503.16
PAR_A01,12,145,inga,Inga marginata,Fabaceae,16.7,O,FALSE,NA,NA,20180428,220307.4473,9633507.57
PAR_A01,12,146,gema de ovo,Aspidosperma parvifolium,Apocynaceae,10.8,O,FALSE,NA,NA,20180428,220306.3472,9633507.533
PAR_A01,12,147,inga de rosca,Abarema mataybifolia,Fabaceae,21.5,O,FALSE,NA,NA,20180428,220306.439,9633509.363
PAR_A01,12,148,joao mole,Neea oppositifolia,Nyctaginaceae,17.1,O,FALSE,NA,NA,20180428,220302.1581,9633505.018
PAR_A01,12,149,fava arara tucupi,Parkia multijuga,Fabaceae,11.7,O,FALSE,NA,NA,20180428,220296.0781,9633496.066
PAR_A01,12,150,morta,NA,NA,19.5,O,TRUE,NA,NA,20180428,220295.0994,9633499.671
PAR_A01,12,151,iperana,Eperua bijuga,Fabaceae,31,O,FALSE,NA,NA,20180428,220293.5379,9633502.346
PAR_A01,12,152,coracao de negro,Chamaecrista xinguensis,Fabaceae,57.5,O,FALSE,14.86,28.73,20180428,220289.4383,9633484.492
PAR_A01,12,153,abiurana,Pouteria gongrijpii,Sapotaceae,36.5,O,FALSE,NA,NA,20180428,220290.1199,9633474.108
PAR_A01,12,154,macaranduba,Manilkara huberi,Sapotaceae,36.3,O,FALSE,NA,NA,20180428,220285.9991,9633473.52
PAR_A01,12,155,abiu casca grossa,NA,NA,53.2,O,FALSE,16.72,28.44,20180428,220273.0021,9633476.221
PAR_A01,12,156,abiu,Pouteria sp.,Sapotaceae,39.2,O,FALSE,NA,NA,20180428,220283.295,9633479.753
PAR_A01,13,1,tatapiririca,Tapirira guianensis,Anacardiaceae,34,O,FALSE,NA,NA,20180428,220831.6055,9633484.28
PAR_A01,13,2,envira preta,Guatteria schomburgkiana,Annonaceae,16.4,O,FALSE,NA,NA,20180428,220831.1669,9633485.199
PAR_A01,13,3,fava de paca,NA,NA,10,O,FALSE,NA,NA,20180428,220830.8546,9633485.374
PAR_A01,13,4,envira preta,Guatteria schomburgkiana,Annonaceae,11.4,O,FALSE,NA,NA,20180428,220830.2631,9633484.694
PAR_A01,13,5,acai,Euterpe oleracea,Arecaceae,13.5,P,FALSE,NA,NA,20180428,220829.2876,9633481.939
PAR_A01,13,6,acai,Euterpe oleracea,Arecaceae,13.8,P,FALSE,NA,NA,20180428,220817.2055,9633480.887
PAR_A01,13,7,acai,Euterpe oleracea,Arecaceae,10.7,P,FALSE,NA,NA,20180428,220818.6058,9633485.157
PAR_A01,13,8,acai,Euterpe oleracea,Arecaceae,12.2,P,FALSE,11.97,17,20180428,220819.5931,9633492.69
PAR_A01,13,9,acai,Euterpe oleracea,Arecaceae,10.4,P,FALSE,NA,NA,20180428,220819.7707,9633492.557
PAR_A01,13,10,acai,Euterpe oleracea,Arecaceae,10.8,P,FALSE,NA,NA,20180428,220819.8954,9633495.654
PAR_A01,13,11,morototo,Schefflera morototoni,Araliaceae,29.5,O,FALSE,NA,NA,20180428,220814.1835,9633489.656
PAR_A01,13,12,tatapiririca,Tapirira guianensis,Anacardiaceae,16.7,O,FALSE,NA,NA,20180428,220811.1601,9633491.215
PAR_A01,13,13,inga vermelho,Inga alba,Fabaceae,19.2,O,FALSE,NA,NA,20180428,220811.2036,9633491.123
PAR_A01,13,14,acai,Euterpe oleracea,Arecaceae,12.5,P,FALSE,NA,NA,20180428,220812.0027,9633494.247
PAR_A01,13,15,inga vermelho,Inga alba,Fabaceae,11.7,O,FALSE,6.89,16.98,20180428,220812.9034,9633494.753
PAR_A01,13,16,parapara,Jacaranda copaia,Bignoniaceae,35.6,O,FALSE,16.54,26.46,20180428,220813.8041,9633495.259
PAR_A01,13,17,anani,Symphonia globulifera,Clusiaceae,32.7,O,FALSE,NA,NA,20180428,220806.769,9633505.266
PAR_A01,13,18,breu vermelho,Protium hebetatum,Burseraceae,20.6,O,FALSE,NA,NA,20180428,220806.7948,9633507.61
PAR_A01,13,19,escorrega macaco,Capirona decorticans,Rubiaceae,31.6,O,FALSE,NA,NA,20180428,220807.6929,9633508.117
PAR_A01,13,20,escorrega macaco,Capirona decorticans,Rubiaceae,28.7,O,FALSE,NA,NA,20180428,220808.1543,9633509.542
PAR_A01,13,21,escorrega macaco,Capirona decorticans,Rubiaceae,25.6,O,FALSE,NA,NA,20180428,220805.0495,9633511.283
PAR_A01,13,22,uxirana,Sacoglottis guianensis,Humiriaceae,24.4,O,FALSE,NA,NA,20180428,220800.6143,9633513.433
PAR_A01,13,23,sucupira babona,Diplotropis sp.,Fabaceae,25.7,O,FALSE,9.32,22.93,20180428,220807.3046,9633513.724
PAR_A01,13,24,mapatirana,Pourouma minor,Urticaceae,28.9,O,FALSE,NA,NA,20180428,220809.099,9633514.739
PAR_A01,13,25,cupiuba,Goupia glabra,Goupiaceae,12,O,FALSE,NA,NA,20180428,220810.4336,9633514.328
PAR_A01,13,26,mapatirana,Pourouma minor,Urticaceae,19.4,O,FALSE,NA,NA,20180428,220809.5587,9633516.165
PAR_A01,13,27,pente de macaco,Apeiba petoumo,Malvaceae,12.8,O,FALSE,NA,NA,20180428,220810.018,9633517.592
PAR_A01,13,28,urucurana,Sloanea guianensis,Elaeocarpaceae,10.4,O,FALSE,NA,NA,20180428,220814.8993,9633514.519
PAR_A01,13,29,inga branco,Inga thibaudiana,Fabaceae,19,O,FALSE,NA,NA,20180428,220815.7757,9633512.681
PAR_A01,13,30,embauba branca,Cecropia palmata,Urticaceae,20.5,O,FALSE,NA,NA,20180428,220818.8656,9633508.592
PAR_A01,13,31,envira preta,Guatteria schomburgkiana,Annonaceae,13.8,O,FALSE,NA,NA,20180428,220814.0826,9633523.395
PAR_A01,13,32,lacre da mata,Vismia floribunda,Hypericaceae,37.5,O,FALSE,NA,NA,20180428,220809.1636,9633521.775
PAR_A01,13,33,lacre da mata,Vismia floribunda,Hypericaceae,21.1,O,FALSE,NA,NA,20180428,220809.6116,9633522.029
PAR_A01,13,34,envira preta,Guatteria schomburgkiana,Annonaceae,10.7,O,FALSE,NA,NA,20180428,220808.7457,9633525.04
PAR_A01,13,35,envira preta,Guatteria schomburgkiana,Annonaceae,20.5,O,FALSE,NA,NA,20180428,220808.6561,9633524.989
PAR_A01,13,36,tatapiririca,Tapirira guianensis,Anacardiaceae,10.5,O,FALSE,NA,NA,20180428,220811.8591,9633529.962
PAR_A01,13,37,envira preta,Guatteria schomburgkiana,Annonaceae,19.7,O,FALSE,NA,NA,20180428,220811.4589,9633530.085
PAR_A01,13,38,acai,Euterpe oleracea,Arecaceae,13.2,P,FALSE,NA,NA,20180428,220806.8671,9633524.207
PAR_A01,13,39,acai,Euterpe oleracea,Arecaceae,12,P,FALSE,NA,NA,20180428,220806.7756,9633523.922
PAR_A01,13,40,acai,Euterpe oleracea,Arecaceae,13.2,P,FALSE,NA,NA,20180428,220806.4966,9633522.597
PAR_A01,13,41,acai,Euterpe oleracea,Arecaceae,10.5,P,FALSE,7.71,11.2,20180428,220806.4091,9633522.78
PAR_A01,13,42,cupiuba,Goupia glabra,Goupiaceae,11,O,FALSE,NA,NA,20180428,220803.3506,9633519.646
PAR_A01,13,43,anani,Symphonia globulifera,Clusiaceae,34.7,O,FALSE,13.61,23.05,20180428,220799.3545,9633520.876
PAR_A01,13,44,tatapiririca,Tapirira guianensis,Anacardiaceae,59.8,O,FALSE,9.82,19.67,20180428,220794.8527,9633515.991
PAR_A01,13,45,sucupira babona,Diplotropis sp.,Fabaceae,58.8,O,FALSE,13.48,28.61,20180428,220791.7573,9633517.728
PAR_A01,13,46,tatapiririca,Tapirira guianensis,Anacardiaceae,41.7,O,FALSE,NA,NA,20180428,220787.1954,9633508.159
PAR_A01,13,47,ucuuba preta,Virola michelii,Myristicaceae,44.5,O,FALSE,NA,NA,20180428,220799.1466,9633502.128
PAR_A01,13,48,ucuuba preta,Virola michelii,Myristicaceae,58.5,O,FALSE,16.35,34.63,20180428,220797.7844,9633500.196
PAR_A01,13,49,ucuuba preta,Virola michelii,Myristicaceae,43.5,O,FALSE,NA,NA,20180428,220801.7546,9633496.622
PAR_A01,13,50,tatapiririca,Tapirira guianensis,Anacardiaceae,67.2,O,FALSE,8.18,26.07,20180428,220803.8317,9633485.011
PAR_A01,13,51,morta,NA,NA,51.3,O,TRUE,NA,NA,20180428,220792.5064,9633475.181
PAR_A01,13,52,escorrega macaco,Capirona decorticans,Rubiaceae,45.5,O,FALSE,NA,NA,20180428,220786.2337,9633473.979
PAR_A01,13,53,sucupira babona,Diplotropis sp.,Fabaceae,76.5,O,FALSE,19.63,29.4,20180428,220788.1537,9633482.005
PAR_A01,13,54,cumaru brejo,NA,NA,50.4,O,FALSE,20.39,37.43,20180428,220787.7596,9633485.261
PAR_A01,13,55,ucuuba preta,Virola michelii,Myristicaceae,36.8,O,FALSE,NA,NA,20180428,220784.2717,9633490.252
PAR_A01,13,56,anani,Symphonia globulifera,Clusiaceae,42.3,O,FALSE,NA,NA,20180428,220782.5814,9633496.257
PAR_A01,14,57,breu vermelho,Protium hebetatum,Burseraceae,12.4,O,FALSE,7.71,17.2,20180428,220680.0376,9633403.533
PAR_A01,14,58,andirobinha,NA,NA,18.4,O,FALSE,NA,NA,20180428,220687.4029,9633406.661
PAR_A01,14,59,sucupira babona,Diplotropis sp.,Fabaceae,39.3,O,FALSE,NA,NA,20180428,220688.0369,9633407.587
PAR_A01,14,60,acai,Euterpe oleracea,Arecaceae,13.2,P,FALSE,NA,NA,20180428,220689.3982,9633409.267
PAR_A01,14,61,acai,Euterpe oleracea,Arecaceae,14.8,P,FALSE,NA,NA,20180428,220686.6113,9633412.359
PAR_A01,14,62,cumaru brejo,NA,NA,13,O,FALSE,NA,NA,20180428,220687.0121,9633417.964
PAR_A01,14,63,andirobinha,NA,NA,14,O,FALSE,NA,NA,20180428,220698.9661,9633416.763
PAR_A01,14,64,andirobinha,NA,NA,19,O,FALSE,NA,NA,20180428,220699.4109,9633418.056
PAR_A01,14,65,pano amarelo,NA,NA,19.5,O,FALSE,NA,NA,20180428,220699.0141,9633412.416
PAR_A01,14,66,tatapiririca,Tapirira guianensis,Anacardiaceae,29.5,O,FALSE,NA,NA,20180428,220699.9288,9633412.818
PAR_A01,14,67,pano amarelo,NA,NA,22.8,O,FALSE,NA,NA,20180428,220694.9089,9633409.524
PAR_A01,14,68,acai,Euterpe oleracea,Arecaceae,12.4,P,FALSE,NA,NA,20180428,220690.6432,9633421.783
PAR_A01,14,69,pano amarelo,NA,NA,15.5,O,FALSE,NA,NA,20180428,220693.8281,9633424.32
PAR_A01,14,70,breu vermelho,Protium hebetatum,Burseraceae,18.3,O,FALSE,NA,NA,20180428,220694.7416,9633424.734
PAR_A01,14,71,andirobinha,NA,NA,19,O,FALSE,NA,NA,20180428,220687.3857,9633425.771
PAR_A01,14,72,pano amarelo,NA,NA,11.5,O,FALSE,9.3,25.23,20180428,220686.004,9633426.233
PAR_A01,14,73,NA,NA,NA,25.6,O,FALSE,NA,NA,20180428,220689.1867,9633428.79
PAR_A01,14,74,tatapiririca,Tapirira guianensis,Anacardiaceae,27.2,O,FALSE,NA,NA,20180428,220683.2043,9633430.418
PAR_A01,14,75,pano amarelo,NA,NA,24.3,O,FALSE,NA,NA,20180428,220681.7603,9633436.335
PAR_A01,14,76,pano amarelo,NA,NA,10.8,O,FALSE,NA,NA,20180428,220683.6099,9633435.001
PAR_A01,14,77,inga de porco,NA,NA,17.4,O,FALSE,NA,NA,20180428,220683.141,9633435.882
PAR_A01,14,78,pano amarelo,NA,NA,12,O,FALSE,NA,NA,20180428,220684.522,9633435.427
PAR_A01,14,79,coco pau,Couepia robusta,Chrysobalanaceae,22.2,O,FALSE,NA,NA,20180428,220680.3278,9633441.169
PAR_A01,14,80,inga xixica,Inga heterophylla,Fabaceae,12,O,FALSE,NA,NA,20180428,220680.6533,9633440.772
PAR_A01,14,81,pano amarelo,NA,NA,10.4,O,FALSE,NA,NA,20180428,220678.1129,9633434.621
PAR_A01,14,82,morta,NA,NA,23.5,O,TRUE,NA,NA,20180428,220676.8053,9633428.542
PAR_A01,14,83,pano amarelo,NA,NA,15.2,O,FALSE,NA,NA,20180428,220679.5664,9633427.64
PAR_A01,14,84,pano amarelo,NA,NA,13.6,O,FALSE,10.45,15.67,20180428,220675.3279,9633437.696
PAR_A01,14,85,farinha seca,Lindackeria paludosa,Achariaceae,15.6,O,FALSE,NA,NA,20180428,220673.9482,9633438.139
PAR_A01,14,86,urucurana,Sloanea guianensis,Elaeocarpaceae,18.4,O,FALSE,NA,NA,20180428,220672.5688,9633438.58
PAR_A01,14,87,jutai pororoca,Dialium guianense,Fabaceae,26.8,O,FALSE,NA,NA,20180428,220672.7904,9633439.234
PAR_A01,14,88,pano amarelo,NA,NA,19.2,O,FALSE,NA,NA,20180428,220670.6965,9633442.076
PAR_A01,14,89,cumaru brejo,NA,NA,19.5,O,FALSE,NA,NA,20180428,220669.7603,9633443.824
PAR_A01,14,90,ucuuba preta,Virola michelii,Myristicaceae,12.7,O,FALSE,NA,NA,20180428,220677.4596,9633450.865
PAR_A01,14,91,arataciu,Sagotia racemosa,Euphorbiaceae,10.4,O,FALSE,4.81,12.68,20180428,220672.4122,9633451.735
PAR_A01,14,92,ata meju,NA,NA,13.5,O,FALSE,NA,NA,20180428,220671.9435,9633452.615
PAR_A01,14,93,ata meju,NA,NA,12.2,O,FALSE,NA,NA,20180428,220669.682,9633450.402
PAR_A01,14,94,inhare,Helicostylis tomentosa,Moraceae,32.7,O,FALSE,5.93,10.91,20180428,220668.3301,9633448.638
PAR_A01,14,95,matamata preto,Eschweilera ovata,Lecythidaceae,36.1,O,FALSE,NA,NA,20180428,220646.9939,9633432.845
PAR_A01,14,96,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,48,O,FALSE,NA,NA,20180428,220654.5656,9633404.411
PAR_A01,15,97,goiabao,Pradosia cochlearia,Sapotaceae,27.8,O,FALSE,NA,NA,20180428,220558.4667,9633343.682
PAR_A01,15,98,canela de jacamim,Rinorea pubiflora,Violaceae,17.2,O,FALSE,NA,NA,20180428,220557.9131,9633344.561
PAR_A01,15,99,macucu de sangue,Licania heteromorpha,Chrysobalanaceae,16,O,FALSE,NA,NA,20180428,220557.3595,9633345.439
PAR_A01,15,100,abiurana,Pouteria gongrijpii,Sapotaceae,24.5,O,FALSE,NA,NA,20180428,220557.6363,9633345
PAR_A01,15,101,arataciu,Sagotia racemosa,Euphorbiaceae,18.5,O,FALSE,NA,NA,20180428,220555.1336,9633345.446
PAR_A01,15,102,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,14,O,FALSE,NA,NA,20180428,220556.2404,9633343.689
PAR_A01,15,103,inga branco,Inga thibaudiana,Fabaceae,13.6,O,FALSE,NA,NA,20180428,220551.8019,9633347.208
PAR_A01,15,104,sucupira babona,Diplotropis sp.,Fabaceae,17.2,O,FALSE,NA,NA,20180428,220549.8714,9633352.035
PAR_A01,15,105,matamata branco,Eschweilera coriacea,Lecythidaceae,24.7,O,FALSE,NA,NA,20180428,220565.7221,9633349.796
PAR_A01,15,106,inga vermelho,Inga alba,Fabaceae,14.5,O,FALSE,NA,NA,20180428,220562.3864,9633351.561
PAR_A01,15,107,jatereu,Lecythis idatimon,Lecythidaceae,34.7,O,FALSE,NA,NA,20180428,220559.3332,9633354.64
PAR_A01,15,108,morta,NA,NA,27.8,O,TRUE,NA,NA,20180428,220557.6773,9633360.785
PAR_A01,15,109,embauba,Cecropia ficifolia,Urticaceae,38.2,O,FALSE,NA,NA,20180428,220553.7836,9633359.918
PAR_A01,15,110,morta,NA,NA,17.8,O,TRUE,NA,NA,20180428,220554.0704,9633364.743
PAR_A01,15,111,tatapiririca,Tapirira guianensis,Anacardiaceae,11,O,FALSE,NA,NA,20180428,220555.4642,9633367.811
PAR_A01,15,112,abiu escamoso,NA,NA,15.5,O,FALSE,NA,NA,20180428,220546.5686,9633364.32
PAR_A01,15,113,inga vermelho,Inga alba,Fabaceae,14.8,O,FALSE,NA,NA,20180428,220543.5202,9633367.396
PAR_A01,15,114,inga branco,Inga thibaudiana,Fabaceae,13.6,O,FALSE,NA,NA,20180428,220544.639,9633372.659
PAR_A01,15,115,inga branco,Inga thibaudiana,Fabaceae,10.8,O,FALSE,8.89,15.9,20180428,220544.7223,9633372.703
PAR_A01,15,116,gema de ovo,Aspidosperma parvifolium,Apocynaceae,13.1,O,FALSE,NA,NA,20180428,220540.2071,9633379.688
PAR_A01,15,117,canela de jacamim,Rinorea pubiflora,Violaceae,11.2,O,FALSE,NA,NA,20180428,220544.0925,9633384.073
PAR_A01,15,118,arataciu,Sagotia racemosa,Euphorbiaceae,11.7,O,FALSE,4.23,7.97,20180428,220545.4795,9633383.632
PAR_A01,15,119,macucu de sangue,Licania heteromorpha,Chrysobalanaceae,12.3,O,FALSE,12.34,20.3,20180428,220538.8232,9633383.64
PAR_A01,15,120,murta,Strychnos subcordata,Loganiaceae,13.7,O,FALSE,NA,NA,20180428,220534.9414,9633382.766
PAR_A01,15,121,inga vermelho,Inga alba,Fabaceae,15.5,O,FALSE,NA,NA,20180428,220535.7702,9633379.693
PAR_A01,15,122,jatereu,Lecythis idatimon,Lecythidaceae,54.2,O,FALSE,24.27,34.11,20180428,220523.2776,9633369.614
PAR_A01,15,123,jatoba,Hymenaea courbaril,Fabaceae,39.8,O,FALSE,NA,NA,20180428,220514.9521,9633365.235
PAR_A01,15,124,caramurim,NA,NA,43.4,O,FALSE,NA,NA,20180428,220513.7914,9633352.97
PAR_A01,15,125,morta,NA,NA,83,O,TRUE,NA,25.96,20180428,220537.3254,9633341.988
PAR_A01,16,126,inga vermelho,Inga alba,Fabaceae,27.8,O,FALSE,NA,NA,20180428,220431.0021,9633277.075
PAR_A01,16,127,macarandubinha,NA,NA,29.3,O,FALSE,8.26,4.55,20180428,220428.8491,9633277.061
PAR_A01,16,128,matamata branco,Eschweilera coriacea,Lecythidaceae,20.4,O,FALSE,NA,NA,20180428,220426.6676,9633279.274
PAR_A01,16,129,jatereu,Lecythis idatimon,Lecythidaceae,32.4,O,FALSE,NA,NA,20180428,220428.8117,9633281.505
PAR_A01,16,130,inga branco,Inga thibaudiana,Fabaceae,14.6,O,FALSE,NA,NA,20180428,220429.2275,9633285.053
PAR_A01,16,131,mamui,Jacaratia spinosa,Caricaceae,29.5,O,FALSE,NA,NA,20180428,220422.3071,9633281.49
PAR_A01,16,132,arataciu,Sagotia racemosa,Euphorbiaceae,18.6,O,FALSE,10.54,12.65,20180428,220425.8988,9633272.137
PAR_A01,16,133,morta,NA,NA,34,O,TRUE,NA,NA,20180428,220417.1998,9633274.344
PAR_A01,16,134,inga vermelho,Inga alba,Fabaceae,20.8,O,FALSE,NA,NA,20180428,220416.5663,9633273.448
PAR_A01,16,135,inga vermelho,Inga alba,Fabaceae,28.2,O,FALSE,12.88,24.89,20180428,220423.5661,9633287.708
PAR_A01,16,136,freijo branco,Cordia scabrifolia,Boraginaceae,10,O,FALSE,NA,NA,20180428,220417.8965,9633285.948
PAR_A01,16,137,embauba branca,Cecropia palmata,Urticaceae,13.8,O,FALSE,NA,NA,20180428,220413.8757,9633293.97
PAR_A01,16,138,inga branco,Inga thibaudiana,Fabaceae,12,O,FALSE,NA,NA,20180428,220413.429,9633294.862
PAR_A01,16,139,iperana,Eperua bijuga,Fabaceae,22.5,O,FALSE,NA,NA,20180428,220420.4841,9633296.13
PAR_A01,16,140,morta,NA,NA,18,O,TRUE,NA,NA,20180428,220419.1666,9633298.79
PAR_A01,16,141,morta,NA,NA,50.7,O,TRUE,NA,NA,20180428,220423.1502,9633301.842
PAR_A01,16,142,freijo branco,Cordia scabrifolia,Boraginaceae,12.8,O,FALSE,NA,NA,20180428,220418.7358,9633301.881
PAR_A01,16,143,morta,NA,NA,17.5,O,TRUE,NA,NA,20180428,220412.0816,9633301.961
PAR_A01,16,144,inga branco,Inga thibaudiana,Fabaceae,13.3,O,FALSE,NA,NA,20180428,220410.3074,9633298.888
